date,replies_count,retweets_count,likes_count
2020-05-01,1393,5493,42950
2020-04-26,2785,9057,53495
2020-04-20,1629,6884,42432
2020-04-18,615,4511,24816
2020-04-18,997,3957,28250
2020-04-14,1350,5803,31345
2020-03-25,3805,12482,54611
2020-05-15,117,641,3825
2020-04-24,242,490,2199
2020-04-22,75,350,2016
2020-04-02,8863,19385,121128
2020-05-01,228,657,4880
2020-04-20,163,375,2242
2020-04-17,109,226,1518
2020-04-16,50,203,1279
2020-04-15,51,201,1350
2020-04-14,90,228,1464
2020-04-05,160,510,2961
2020-03-31,28,195,1039
2020-03-28,100,270,1489
2020-03-19,46,235,1558
2020-03-18,90,334,1970
2020-03-18,243,4603,35645
2020-03-15,501,11237,72569
2020-03-14,1227,66481,344959
2020-05-25,1687,4792,45420
2020-05-25,1600,6588,72022
2020-05-23,1394,4693,44596
2020-05-23,1093,5126,45977
2020-05-15,1690,4898,44152
2020-05-14,3449,10449,77730
2020-05-12,1174,6019,29208
2020-05-12,2014,8262,64522
2020-05-11,3914,7927,61153
2020-05-10,2693,7840,63981
2020-05-08,2269,6362,56485
2020-05-07,1510,5463,47165
2020-05-06,2317,6437,63926
2020-05-05,1888,4625,36356
2020-05-05,2844,8015,60000
2020-05-03,6766,17513,95798
2020-05-02,1053,3438,27503
2020-05-02,1679,5509,50440
2020-05-01,896,4561,33148
2020-05-01,2039,7636,61452
2020-04-30,1166,4739,46221
2020-04-30,843,3223,30826
2020-04-30,3195,14435,94923
2020-04-30,1461,5956,65918
2020-04-29,1135,7655,46509
2020-04-29,1498,6656,74252
2020-04-28,2742,8693,85579
2020-04-28,1016,3818,27073
2020-04-28,1883,5672,50866
2020-04-27,4134,7034,60310
2020-04-26,672,2903,17117
2020-04-26,1393,4203,25365
2020-04-26,590,2839,15400
2020-04-25,1286,4492,38929
2020-04-24,15776,24125,206475
2020-04-24,2333,6834,55134
2020-04-23,1832,6665,58958
2020-04-22,1491,8310,59806
2020-04-22,616,3676,25084
2020-04-22,783,4569,34973
2020-04-22,4907,16389,106925
2020-04-21,4402,14985,114461
2020-04-21,948,3037,22160
2020-04-20,3369,11162,95123
2020-04-20,1723,6485,48760
2020-04-20,1557,5029,49269
2020-04-19,2416,7123,48040
2020-04-18,2697,6576,50121
2020-04-18,2030,12247,67456
2020-04-17,2130,5815,55827
2020-04-17,400,2346,19108
2020-04-17,970,5080,45750
2020-04-16,984,3246,22386
2020-04-16,1341,6132,57704
2020-04-16,963,4896,41124
2020-04-16,774,4667,42010
2020-04-16,1779,6997,41888
2020-04-16,557,4280,32227
2020-04-16,230,1942,13753
2020-04-15,1003,3091,24719
2020-04-14,534,2150,18816
2020-04-14,476,2994,26254
2020-04-14,974,3705,31501
2020-04-14,620,3777,24850
2020-04-14,409,2362,16224
2020-04-14,773,2342,21930
2020-04-13,1019,5218,46089
2020-04-13,901,4511,36206
2020-04-13,1097,5944,53018
2020-04-13,2148,8936,95587
2020-04-12,607,2937,18752
2020-04-12,418,1908,12971
2020-04-11,4566,12504,128345
2020-04-11,5769,11037,100649
2020-04-11,591,3588,32079
2020-04-11,930,6397,39245
2020-04-11,986,5254,45345
2020-04-10,493,2580,18949
2020-04-10,793,3351,26747
2020-04-10,478,2807,23830
2020-04-10,467,2984,25534
2020-04-10,474,2893,23709
2020-04-10,3886,15669,138262
2020-04-10,1151,7134,63585
2020-04-10,1104,8376,56059
2020-04-10,2014,12668,91510
2020-04-09,745,5197,35988
2020-04-09,1249,6746,63554
2020-04-09,631,4574,31519
2020-04-09,270,2185,13727
2020-04-09,778,2946,18622
2020-04-09,1272,7135,60152
2020-04-08,596,4842,44514
2020-04-08,586,4456,32862
2020-04-08,2411,6187,54295
2020-04-08,10250,18808,86042
2020-04-07,3253,16808,137161
2020-04-07,1059,4876,41249
2020-04-07,660,3825,30617
2020-04-07,810,4097,28462
2020-04-07,385,2734,21801
2020-04-07,530,3620,26724
2020-04-06,1352,7590,57748
2020-04-06,4125,17799,140682
2020-04-06,1099,5299,47365
2020-04-06,425,2305,15528
2020-04-06,1101,4665,37697
2020-04-06,1026,6837,62821
2020-04-05,474,3376,18175
2020-04-05,769,4320,28086
2020-04-05,2249,6212,51701
2020-04-05,360,1669,10110
2020-04-05,467,2819,18468
2020-04-05,501,3272,23231
2020-04-05,449,2242,14245
2020-04-04,1203,5542,37902
2020-04-04,341,2553,19379
2020-04-04,1872,7717,49682
2020-04-04,1087,6652,59575
2020-04-04,1340,5334,31551
2020-04-04,1569,6996,58584
2020-04-04,946,8321,48863
2020-04-04,364,2185,15660
2020-04-04,360,1862,13206
2020-04-04,299,2216,13545
2020-04-04,5971,20241,153759
2020-04-04,3012,7974,55869
2020-04-04,1588,4322,31900
2020-04-04,1251,5283,35040
2020-04-04,468,2961,25849
2020-04-04,457,3588,20419
2020-04-03,1805,7261,55856
2020-04-03,1039,10700,53192
2020-04-03,616,4462,27414
2020-04-03,638,2581,14721
2020-04-03,216,1802,11714
2020-04-03,423,2542,18146
2020-04-03,800,2874,18830
2020-04-03,429,2884,22630
2020-04-03,414,1966,13638
2020-04-03,195,1472,10123
2020-04-03,222,1586,10532
2020-04-03,223,1615,11056
2020-04-03,283,2728,19726
2020-04-03,289,1786,11955
2020-04-03,371,1995,11978
2020-04-03,1143,4104,28549
2020-04-03,373,2620,18899
2020-04-03,1050,4883,40090
2020-04-03,875,5156,34982
2020-04-02,4719,10242,87260
2020-04-01,1024,5758,41795
2020-04-01,395,3104,22982
2020-04-01,549,3382,22876
2020-04-01,291,2473,16171
2020-04-01,325,2690,16774
2020-04-01,339,3120,21010
2020-03-31,1454,7103,42633
2020-03-31,618,3702,24214
2020-03-31,459,2423,15084
2020-03-31,1313,4756,42376
2020-03-31,612,3259,22861
2020-03-31,1793,7611,48013
2020-03-31,1226,4630,27782
2020-03-31,1514,7376,52918
2020-03-31,276,2817,16965
2020-03-31,4965,9134,79392
2020-03-31,324,2974,20258
2020-03-31,308,2485,16297
2020-03-31,776,4141,33496
2020-03-30,2998,6575,49753
2020-03-30,559,2496,15347
2020-03-30,430,2618,17087
2020-03-30,2485,6464,48999
2020-03-30,1118,3843,38547
2020-03-29,2006,8141,61709
2020-03-29,1039,7180,60908
2020-03-29,1712,3684,21691
2020-03-29,704,3384,18052
2020-03-29,401,2690,15148
2020-03-29,382,2628,15299
2020-03-29,335,2591,15125
2020-03-29,494,4090,24547
2020-03-29,705,4044,30797
2020-03-29,1569,8222,74691
2020-03-29,396,3458,22395
