id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1398356189117775873,1398356189117775873,2021-05-28 15:11:10 Eastern Daylight Time,2021-05-28,15:11:10,-0400,28706024,pink,P!nk,,Tonight! I'm going LIVE on @tiktok_us for #Headstream at 7pm ET / 4pm PT 📺‼️Can't wait to hang with you! Tune in here:  https://t.co/MwF2suhSCn  https://t.co/9BlETtLG0n,en,"[{'screen_name': 'tiktok_us', 'name': 'tiktok', 'id': '2401980110'}]",['https://tiktok.com/@pinkofficial'],[],87,130,1685,['headstream'],[],https://twitter.com/Pink/status/1398356189117775873,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1398356154724487170/pu/img/YwQvNap5eYGQNac4.jpg,,,,,,,[],,,,
1397777841475833860,1397777841475833860,2021-05-27 00:53:01 Eastern Daylight Time,2021-05-27,00:53:01,-0400,28706024,pink,P!nk,,I love you more!,en,[],[],[],68,80,2366,[],[],https://twitter.com/Pink/status/1397777841475833860,False,https://twitter.com/shawnstockman/status/1397688096150405120,0,,,,,,,,[],,,,
1396906625596674049,1396906625596674049,2021-05-24 15:11:07 Eastern Daylight Time,2021-05-24,15:11:07,-0400,28706024,pink,P!nk,,🥰thank you forever,en,[],[],[],435,853,26200,[],[],https://twitter.com/Pink/status/1396906625596674049,False,https://twitter.com/jonbonjovi/status/1396901273639731203,0,,,,,,,,[],,,,
1396568762006966274,1396568762006966274,2021-05-23 16:48:34 Eastern Daylight Time,2021-05-23,16:48:34,-0400,28706024,pink,P!nk,,KELLY CLARKSON!!!!!!!! Yes I’m just trying to sing like you one day ❤️,en,[],[],[],263,571,12029,[],[],https://twitter.com/Pink/status/1396568762006966274,False,https://twitter.com/BBMAs/status/1396564089082679297,0,,,,,,,,[],,,,
1396568294874697728,1396568294874697728,2021-05-23 16:46:43 Eastern Daylight Time,2021-05-23,16:46:43,-0400,28706024,pink,P!nk,,Hahaha a painting of Jesus. You’re amazing and we should sing more when wean be in the same room ❤️❤️❤️,en,[],[],[],62,152,3750,[],[],https://twitter.com/Pink/status/1396568294874697728,False,https://twitter.com/BBMAs/status/1396556543781339138,0,,,,,,,,[],,,,
1396542989434904577,1396542989434904577,2021-05-23 15:06:09 Eastern Daylight Time,2021-05-23,15:06:09,-0400,28706024,pink,P!nk,,I love you ❤️ thank you @billyeichner,en,"[{'screen_name': 'billyeichner', 'name': 'billy eichner', 'id': '74669397'}]",[],[],79,174,4329,[],[],https://twitter.com/Pink/status/1396542989434904577,False,https://twitter.com/bbmas/status/1396536405921128448,0,,,,,,,,[],,,,
1396479175993614336,1396479175993614336,2021-05-23 10:52:35 Eastern Daylight Time,2021-05-23,10:52:35,-0400,28706024,pink,P!nk,,It’s all happening TONIGHT!! 🎤💃 @BBMAs 8pm ET / 5pm PT @nbc #bbmas  https://t.co/cHnLMaeGnP,en,"[{'screen_name': 'bbmas', 'name': 'billboard music awards', 'id': '278662460'}, {'screen_name': 'nbc', 'name': 'nbc entertainment', 'id': '26585095'}]",[],[],313,777,9537,['bbmas'],[],https://twitter.com/Pink/status/1396479175993614336,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1396479137569673217/pu/img/4wMF5lN-9hU8orTp.jpg,,,,,,,[],,,,
1396132280427442178,1396132280427442178,2021-05-22 11:54:09 Eastern Daylight Time,2021-05-22,11:54:09,-0400,28706024,pink,P!nk,,😘😘 @AppleMusic  https://t.co/N5ILD4Ekr0  https://t.co/jWZdPsyjXq,und,"[{'screen_name': 'applemusic', 'name': 'apple music', 'id': '74580436'}]",['https://apple.co/3vb2S0u'],['https://pbs.twimg.com/media/E2AO6M2VoAMnAhJ.jpg'],117,205,3023,[],[],https://twitter.com/Pink/status/1396132280427442178,False,,1,https://pbs.twimg.com/media/E2AO6M2VoAMnAhJ.jpg,,,,,,,[],,,,
1396132113909354501,1396132113909354501,2021-05-22 11:53:29 Eastern Daylight Time,2021-05-22,11:53:29,-0400,28706024,pink,P!nk,,❤️❤️ @Spotify  https://t.co/wqT0ZDjGi6  https://t.co/xjGbmEu77Y,und,"[{'screen_name': 'spotify', 'name': 'spotify', 'id': '17230018'}]",['http://smarturl.it/AIKSFSetlist/spotify'],['https://pbs.twimg.com/media/E2AOwcZVgAUcE1N.jpg'],141,269,4841,[],[],https://twitter.com/Pink/status/1396132113909354501,False,,1,https://pbs.twimg.com/media/E2AOwcZVgAUcE1N.jpg,,,,,,,[],,,,
1395916437533773824,1395916437533773824,2021-05-21 21:36:28 Eastern Daylight Time,2021-05-21,21:36:28,-0400,28706024,pink,P!nk,,Thank you Michael Gracey and everyone involved. I’m proud of us! #PinkWatchParty,en,[],[],[],270,142,5212,['pinkwatchparty'],[],https://twitter.com/Pink/status/1395916437533773824,False,,0,,,,,,,,[],,,,
1395916199985176577,1395892496241098756,2021-05-21 21:35:31 Eastern Daylight Time,2021-05-21,21:35:31,-0400,28706024,pink,P!nk,,What an emotional roller coaster. You will never know the amount of gratitude that fills up my heart because of all of you. I can’t wait til we can all get back together 💕 #PinkWatchParty,en,[],[],[],152,92,3116,['pinkwatchparty'],[],https://twitter.com/Pink/status/1395916199985176577,False,,0,,,,,,,,[],,,,
